DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000000287	NT0 HSBC BK KOREA	Korea, Republic Of	SUNJIN CO LTD/NEW	KR7136490000	B65GVR8	7000.	0	0	7000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	NATUREL YENILENEBI TRY1.00	TRENATU00026	BK5Z0G5	20000.	0	0	20000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000000287	NT0 HSBC BK KOREA	Korea, Republic Of	DEUTSCH MOTORS INC KRW500	KR7067990002	B040QM9	700.	0	0	700.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	KARDEMIR KARABUK D TRY1 (A SHARES)	TRAKRDMA91G3	B03MV43	200000.	0	200000.	0	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	PEKER GAYRIMENKUL TRY1	TREPEGY00022	BDT8SW3	1400000.	0	0	1400000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	GULER YATIRIM HLDG TRY1 (B SHARES)	TREBSKY00016	B151SC2	300000.	0	300000.	0	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	ADESE GAYRIMENKUL YATIRIM ANONIM SI TRY1(B SHARES)	TREADSE00015	B6Y3LL4	2000000.	0	0	2000000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	LOKMAN HEKIM ENGUR TRY1	TRELKMH00013	B3RCH53	80000.	0	0	80000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	AYEN ENERJI AS TRY1	TRAAYENW91L0	B03MPK7	100000.	0	0	100000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	EDIP IPLIK TRY1	TRAEDIPW91B3	B03MRV2	371158.	0	71158.	300000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	YATAK VE YORGAN SA TRY1	TRAYATAS91B4	B03MZK7	150000.	0	0	150000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000000126	NT0 CITIBANK NA CUSTODIAL SVCS BOMBAY	India	FUTURE LIFESTYLE F INR2	INE452O01016	BBHX570	85883.	0	0	85883.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000006955	NT0 Z34 TNTC CHICAGO DTC/FED	United States	ADR VISTA ENERGY S A B DE C V SPONSORED ADS REPSTG SHS SER A	US92837L1098	BJ84772	15000.	0	0	15000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000000259	NT0 CREST PID: CI01	United Kingdom	REACH PLC ORD GBP0.10	GB0009039941	0903994	200000.	0	0	200000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	PARK ELEK URETIM M TRY1 (B SHARES)	TRAPRKTE91B5	B03MWV7	70022.	0	70022.	0	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000000126	NT0 CITIBANK NA CUSTODIAL SVCS BOMBAY	India	GUJARAT STATE PETR INR10(DEMAT)	INE246F01010	B0YVBS3	15000.	0	0	15000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000003625	NT0 HSBC HONGKONG STOCK CONNECT	Hong Kong	XINJIANG TIANSHAN CEMENT CO. LTD        'A'CNY1 (STOCK CONNECT)	CNE000000XV4	BD5LV72	75000.	0	0	75000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	IHLAS HOLDING TRY1 (A SHARES)	TRAIHLAS91D5	B03MTP0	2000000.	0	0	2000000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000000126	NT0 CITIBANK NA CUSTODIAL SVCS BOMBAY	India	MEGHMANI ORGANICS INR1	INE0CT101020	BNXFR89	150000.	0	0	150000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	METEMTUR INVESTMEN TRY1	TREMETU00012	B03MW95	284127.	0	0	284127.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	FADE GIDA YATIRIM NPV	TREFADE00012	BN2XCG7	150000.	0	0	150000.	DI	 	0	0	0	0
DDQ01	DDQ01	DOUBLE RIVER INVESTMENTS	2022-12-02	000005234	NT0 CITIBANK BANK TURKEY	Turkey	INDEKS BILGISAYAR TRY1 (B SHARES)	TREINDX00019	B03MTQ1	300000.	0	0	300000.	DI	 	0	0	0	0
